190;9832;19136;NULL;NULL;NULL;THORIGNE FOUILLARD;FRANCE;35235;SCCV CAP EMERAUDE SERVICES;1 avenue de tize;NULL
191;9854;19140;NULL;NULL;NULL;NANTES;FRANCE;44000;PLAST ARCHITECTURE;15. bd Lauriol;NULL
192;9783;19146;NULL;NULL;NULL;LIMOGES;FRANCE;87000;MACE;SCI JEAN PERRIN;21 rue de la Mauvendiäre
193;9824;19147;NULL;NULL;NULL;DINAN Cedex;FRANCE;22101;DINAN CODI HABITAT - OPH;14, boulecard de l'Europe;CS 61017
194;9849;19150;NULL;NULL;NULL;LYON;FRANCE;69002;SCI ESPACE SANTE GROISY;12. QUAI ST ANTOINE;NULL
195;9864;19151;NULL;NULL;NULL;MELUN;FRANCE;77000;OPH 77;10, avenue Charles Peguy;NULL
196;9882;19153;NULL;NULL;NULL;RENNES;FRANCE;35000;BEAUGE ARCHITECTE;26 rue Marteville;NULL
197;9884;19155;NULL;NULL;NULL;EVRY;FRANCE;91007;SDIS 91 ESSONNE;3, rue des Maziäres;NULL
198;9894;19161;NULL;NULL;NULL;PARIS;FRANCE;75008;CONSTRUCTA PROMOTION;134,boulevard Haussmann;NULL
199;8769;19163;02.98.92.45.01;02.98.92.25.89;contact@douarnenez-habitat.fr;DOUARNENEZ;FRANCE;29174;DOUARNENEZ HABITAT;38, rue du MarÇchal Leclerc;BP 422
200;8770;19164;05.45.38.00.00;05.45.38.89.59;NULL;ANGOULEME;FRANCE;16000;SYNDICAT MIXTE DU POLE IMAGE - MAGELIS;3 Rue de la Charente;NULL
201;8771;19165;NULL;NULL;NULL;NANTES;FRANCE;44000;VILOGIA;2 place FÇlix Fournier;NULL
202;8775;19167;02 38 64 83 81;02 38 76 59 01;ARCHITECTE COSTE;LA FERTE ST-AUBIN;FRANCE;45240;COMMUNAUTE DE COMMUNES DE LA FERTE ST AUBIN;Place Charles de Gaulle;NULL
203;8790;19168;NULL;NULL;NULL;DIJON CEDEX;FRANCE;21083;LA POSTE DI - CSPI DIJON;15, boulevard de Brosses;BP 98302
204;10627;19172;03 80 50 57 00;NULL;NULL;DIJON cedex 9;FRANCE;21083;CSPI Dijon;15, Boulevard de Brosses;BP 98302
205;10794;19175;NULL;NULL;NULL;VERTOU;FRANCE;44123;MAIRIE DE VERTOU;place St Martin;BP 2319
206;8895;19176;02 98 74 46 00;NULL;NULL;DOUARNENEZ;FRANCE;29174;MAIRIE DE DOUARNENEZ;Hìtel de Ville;BP 437
207;8896;19177;NULL;NULL;f.lechevallier@quille-construction.fr;ROUEN CEDEX;FRANCE;76175;COMPABILITE;4, rue St Eloi;BP 1139
208;8897;19177;NULL;NULL;NULL;NANTES Cedex 1;FRANCE;44007;QUILLE CONSTRUCTION;24, mail Pablo Picasso;BP 80704
209;8898;19177;NULL;NULL;j.lepotier@quille-construction.fr;RENNES CEDEX;FRANCE;35044;QUILLE CONSTRUCTION;4, rue du Bignon;CS 44407
210;11674;19181;NULL;NULL;'claudine.songeon@ville-de-bonnetable.fr';BONNETABLE;FRANCE;72110;MAIRIE DE BONNETABLE;Mairie;Rue du MarÇchal Leclerc
211;10650;19182;02.51.65.00.45;02.51.65.23.51;NULL;MORTAGNE SUR SEVRE;FRANCE;85290;VILLE DE MORTAGNE SUR SEVRE;place de la Mairie;BP 37
212;10404;19184;NULL;NULL;NULL;SAINT MALO CEDEX;FRANCE;35417;CCI DU PAYS DE SAINT MALO;4, avenue Louis Martin;BP 61714
213;8833;19185;NULL;NULL;NULL;SAINT GRAVE;FRANCE;56220;MAIRIE DE SAINT GRAVE;route de Rochefort en Terre;NULL
214;10103;19188;02.97.43.82.00;02.97.43.82.49;as.boursicot@bretagne-sud-habitat.fr;VANNES CEDEX;FRANCE;56008;BRETAGNE SUD HABITAT;22, avenue du MarÇchal de Lattre de Tassigny;BP 291
215;10107;19189;02.40.32.29.29;NULL;vincentmartin@ville-bouguenais.fr;BOUGUENAIS CEDEX;FRANCE;44341;Hìtel de Ville;1, Rue de la Commune de Paris 1871;BP 4109
216;10108;19190;02 99 26 89 00;02 99 53 86 27;Dpt Patrimoine: Mr ROUAUD;RENNES CEDEX;FRANCE;35031;Direction interrÇgionale des Services PÇnitentiair;DÇpartement Patrimoine et Equipement;18 bis, rue ChÉtillon
217;10125;19193;NULL;NULL;NULL;PARIS;FRANCE;75012;Direction du Patrimoine et de l'Architecture;SLA 12;212 Daumesnil
218;10142;19196;NULL;NULL;NULL;RENNES;FRANCE;35000;PEJCS- Direction Enseignement;Service Patrimoine Colläges;19, avenue Charles Tillon
219;10151;19197;02 23 62 10 10;NULL;NULL;RENNES CEDEX;FRANCE;35031;VILLE DE RENNES;12, rue de Viarmes;BP 3126
220;10155;19198;02 31 30 36 36;02 31 86 53 02;NULL;CAEN CEDEX;FRANCE;14010;CALVADOS HABITAT;7, place Foch;BP 20176
221;8842;19199;NULL;NULL;NULL;CHERMIGNAC;FRANCE;17460;COMMUNE DE CHERMIGNAC;2, place du MarÇchal Leclerc;NULL
222;8843;19200;02 43 37 73 23;NULL;NULL;OLIVET;FRANCE;53410;MAIRIE D'OLIVET;4, rue du PrieurÇ;NULL
223;8844;19200;NULL;NULL;NULL;OLIVET;FRANCE;45160;MAIRIE D'OLIVET;HOTEL DE VILLE;283, rue du GÇnÇral de Gaulle
224;11718;19201;02 97 01 59 91;02 97 01 59 90;NULL;VANNES CÇdex;FRANCE;56002;rue du Docteur Audic;Le TÇnÇnio;BP 55
225;12653;19202;NULL;NULL;NULL;RENNES CÇdex;FRANCE;35011;41, boulevard de Verdun;NULL;NULL
226;10761;19203;02 43 54 72 72;02 43 54 79 14;NULL;LE MANS CEDEX 9;FRANCE;72072;Direction Education et sports -service des colläge;Immeuble Maine 2000;32, place des Comtes du Maine
227;10771;19204;02.99.22.91.67;02.99.41.88.35;NULL;RENNES CÇdex 02;FRANCE;35208;ARCHIPEL HABITAT;3, place de la ComunautÇ;CS 40805
228;10772;19204;NULL;NULL;NULL;RENNES CEDEX 02;FRANCE;35208;OPH de Rennes MÇtropole;1, rue Jean Coquelin;BP 40805
229;11084;19205;02 40 91 68 60;02 40 91 60 58;NULL;SAINT JOACHIM;FRANCE;44720;PARC NATUREL REGIONALE DE BRIERE;Maison du Parc;177, Ile de Fedrun
230;8868;19206;02 98 63 10 10;NULL;NULL;MORLAIX Cedex;FRANCE;29671;MORLAIX - SALLE OMNISPORT;VILLE DE MORLAIX;Place des Otages
231;10275;19207;02 23 23 63 83;02 23 23 69 75;NULL;RENNES CÇdex;FRANCE;35042;UNIVERSITE RENNES 1;Service technique immobilier;263, avenue du GÇnÇral Leclerc
232;10276;19207;02 23 23 36 36;02 23 23 36 00;COMPTA:  02 23 23 35 35;RENNES CÇdex;FRANCE;35065;UNIVERSITE RENNES 1;Service des MarchÇs;CS 46510
233;10364;19209;NULL;NULL;NULL;VITRE CÇdex;FRANCE;35506;VITRE COMMUNAUTE COMMUNAUTE D'AGGLOMERATION;16 bis, boulevard des Rochers;BP 20613
234;10377;19210;02 99 20 00 30;NULL;NULL;SAINT MALO;FRANCE;35406;EMERAUDE HABITATION;12, avenue Jean Jauräs;BP 63
235;10191;19212;02.40.12.13.13;02.40.12.41.00;schroet@bouygues-immobilier.com;NANTES;FRANCE;44000;BOUYGUES IMMOBILIER;34, place Viarme;NULL
236;10192;19212;02 99 54 66 66;02 99 54 01 38;NULL;RENNES CEDEX;FRANCE;35011;BOUYGUES IMMOBILIER;9, rue Franäois Tanguy Prigent;CS 31109
237;10193;19212;01 55 38 25 25;NULL;NULL;ISSY LES MOULINEAUX cedex;FRANCE;92445;A l'attention du Service ComptabilitÇ Province;Bat GalÇo;3, boulevard Gallieni
238;12671;19213;02 51 16 68 62;02 51 16 68 89;NULL;ST NAZAIRE CÇdex;FRANCE;44602;Direction du Patrimoine Immobilier;Pìle Patrimoine de ST Nazaire;6, place Pierre SÇmard
239;11831;19214;02.96.40.62.30;02.96.44.04.99;compta. Mme L'HOSTIS 02 96 40 23 35;GUINGAMP CEDEX;FRANCE;22202;GUINGAMP HABITAT;38, rue des Salles;BP 60205
240;11316;19215;05.45.94.28.00;05.45.94.20.88;NULL;ANGOULEME CEDEX;FRANCE;16023;OPH DE L'ANGOUMOIS;42, rue du Docteur Charles Duroselle;CS  32313
241;11317;19216;05.45.38.60.60;05.45.38.60.59;NULL;ANGOULEME;FRANCE;16023;COMAGA;25, boulevard Besson Bey;NULL
242;10799;19217;NULL;NULL;02 40 08 81 50;NANTES;FRANCE;44000;MINISTERE DE L'ECONOMIE ET DES FINANCES;7, place Mellinet;NULL
243;10800;19217;02.99.29.47.70;02.99.29.35.40;NULL;RENNES CEDEX 9;FRANCE;35021;Direction des services fiscaux d'Ille et Vilaine;Bd de la LibertÇ;BP 62101
244;10801;19217;02 40 08 84 30;02 40 08 80 69;NULL;NANTES CEDEX 9;FRANCE;44964;Direction du Personnel de la Modernisation;et de l'Administration;Sous Direction de l'Immobilier
245;10822;19218;NULL;NULL;NULL;BREST;FRANCE;29222;BREST METROPOLE HABITAT;68, rue de Glasgow;NULL
246;10824;19219;01 53 32 70 00;01 53 32 70 12;miora.rakotoniana@sncf.fr;PARIS;FRANCE;75009;SNCF - DÇlÇgation Territoriale Immobiliäre RÇgion ;Groupe MOA et DÇveloppement;5, 7, rue du Delta (SN 0088)
247;10825;19219;NULL;NULL;NULL;BORDEAUX;FRANCE;33080;UD Ouest Atlantique - Mlle CARRERAS;Gare St Jean - Parvis Louis Armand;Pavillon Central
248;10826;19219;04.26.21.16.01;NULL;NULL;LYON CEDEX 20;FRANCE;69908;SNCF;SNCF-Centre Compta Four (CCF);RSA 50810
249;10827;19219;NULL;NULL;NULL;LYON CEDEX 20;FRANCE;69908;SNCF;SNCF-Centre Compta Four (CCF);TSA 50810
250;10387;19220;02 99 71 71 71;NULL;NULL;REDON CEDEX;FRANCE;35063;CENTRE HOSPITALIER DE REDON;8, rue Etienne Gascon;BP 90343
251;10391;19221;02.99.27.12.51;NULL;NULL;RENNES CEDEX 7;FRANCE;35711;REGION BRETAGNE;283, avenue du GÇnÇral Patton;CS 21101
252;10392;19221;02.97.30.24.41;NULL;NULL;LORIENT;FRANCE;56100;DIrection de la MobilitÇ et des Transports;Antenne Portuaire et AÇroportuaire de Lorient;2 boulevard Adolphe Pierre
253;11369;19222;05.45.37.12.13;05.45.37.12.13;NULL;ANGOULEME;FRANCE;16000;SAEML TERRITOIRES CHARENTES;1, Impasse Truffiäre;NULL
254;11370;19222;NULL;NULL;NULL;ANGOULEME;FRANCE;16000;SAEML TERRITOIRES CHARENTES;La Maison des Projets;6, place PÇrot
255;11383;19224;NULL;NULL;contact@saumurloirehabitat.fr;SAUMUR cÇdex;FRANCE;49401;SAUMUR LOIRE HABITAT;34, rue du temple;BP 16
256;12696;19225;NULL;NULL;NULL;NANTES cÇdex 1;FRANCE;44036;26, place Rosa Parks;NULL;NULL
257;10215;19226;02.98.64.61.16;02.98.64.61.12;NULL;QUIMPER CEDEX;FRANCE;29109;LA POSTE;Service Local Achats Immobiliers;32, rue du PrÇsident Sadate
258;10216;19226;NULL;NULL;NULL;DIJON Cedex 9;FRANCE;21083;SCI ActivitÇ Courrier ProximitÇ;CSPI DIJON;BP 98302
259;10217;19226;02.41.37.96.96;NULL;mauricette.ferret@laposte.fr;ANGERS CEDEX 2;FRANCE;49100;LA POSTE;Direction de l'Immobilier;61, Avenue Jean JoxÇ
260;10218;19226;NULL;NULL;NULL;DIJON CEDEX 9;FRANCE;21083;LA POSTE;CSPN DIJON;BP 98302
261;10219;19226;NULL;NULL;NULL;DIJON CÇdex;FRANCE;21083;SCI ACTIVITES COURRIER INDUSTRIEL;CSPI DIJON;15 bd de Brosses
262;10220;19226;02.99.01.23.47;NULL;NULL;RENNES CEDEX;FRANCE;35032;CSPN RENNES;27, boulevard du Colombier;BP 43249
263;10221;19226;02.40.69.95.35;02.40.89.60.60;christelle.bichot@laposte.fr;NANTES cedex 2;FRANCE;44263;Direction de l'Immobilier;10, rue de l'Ile Mabon;BP 56322
264;10222;19226;NULL;NULL;NULL;DIJON CEDEX 9;FRANCE;21083;La Poste DI;CSPI DIJON;BP 98302
265;10223;19226;08.99.01.20.34;02.99.01.20.48;NULL;RENNES CEDEX;FRANCE;35032;Service Achats Immobiliers;27, boulevard du Colombier;BP 43249
266;10224;19226;02 41 37 98 00;NULL;NULL;RENNES Cedex;FRANCE;35022;LA POSTE CNF LPGP;ComptabilitÇ Fournisseurs;27, boulevard du Colombier
267;10225;19226;05 55 18 77 00;NULL;NULL;BRIVE LA GAILLARDE cedex;FRANCE;19316;LA POSTE;Avenue Louis Taurisson;BP 50600
268;10226;19226;NULL;NULL;NULL;DIJON CEDEX 9;FRANCE;21083;DOI;CSP IMMOBILIER DE DIJON;BP 98302
269;10227;19226;03.80.50.57.00;03.80.50.57.93;NULL;DIJON CEDEX 9;FRANCE;21083;CSPI DIJON;ComptabilitÇ fournisseurs;BP 98302
270;10413;19227;02.97.73.13.13;02.97.73.13.59;finance.joshop@fr.oleane.com;JOSSELIN;FRANCE;56120;HOPITAL DE JOSSELIN;21, rue Saint-Jacques;NULL
271;10424;19229;01 46 41 58 00;NULL;NULL;NEUILLY SUR SEINE;FRANCE;92200;CARREFOUR;66, avenue Charles De Gaulle;NULL
272;10437;19230;02.40.12.71.00;02.40.35.48.31;NULL;NANTES cedex 2;FRANCE;44204;OPAC DE LOIRE ATLANTIQUE;3, Boulevard Alexandre Millerand;BP 50432
273;11150;19235;02.43.53.20.82.;NULL;NULL;CHANGE;FRANCE;53810;MAIRIE DE CHANGE;6, place Christian d'Elva;NULL
274;8931;19237;NULL;NULL;NULL;RENNES;FRANCE;35000;MINISTERE DE LA JUSTICE;PFI DE RENNES;20, rue du Puits Mauger
275;11343;19242;05.45.95.85.07;05.45.69.71.17;NULL;ANGOULEME;FRANCE;16000;SA HLM LE FOYER (16);11, rue d'IÇna;BP 50270
276;11348;19243;05.45.35.42.29;05.45.35.42.42;NULL;JARNAC;FRANCE;16200;COMMUNAUTE DE COMMUNES DE JARNAC;1, rue du Port;BP 81
277;8317;19245;NULL;NULL;NULL;MESLAY DU MAINE;FRANCE;53170;MAIRIE DE MESLAY DU MAINE;BP 25;NULL
278;8323;19247;02.40.79.51.48;NULL;NULL;TREFFIEUX;FRANCE;44170;SYNDICAT MIXTE CENTRE NORD ATLANTIQUE;CET de TREFFIEUX;route Lusanger
279;8325;19248;02.98.83.40.06;02.98.83.55.90;NULL;BRIGNOGAN PLAGES;FRANCE;29890;VILLE DE BRIGNOGNAN-PLAGES;Mairie;avenue du GÇnÇral de Gaulle
280;8345;19249;02 3114 02 02;NULL;NULL;DEAUVILLE;FRANCE;14801;VILLE DE DEAUVILLE;Hìtel de Ville;BP 31600
281;11450;19250;02 40 65 95 29;02 40 32 92 77;NULL;LA MONTAGNE;FRANCE;44620;VILLE DE LA MONTAGNE;Hìtel de Ville;Place Franäois Mitterand
282;10961;19255;02 43 49 86 26;02 43 49 46 50;NULL;LAVAL Cedex;FRANCE;53008;Hìtel Communautaire;1, place du GÇnÇral FerriÇ;CS 60809
283;11274;19256;NULL;NULL;NULL;SAINT-DENIS D'OLERON;FRANCE;17650;COMMUNE DE SAINT-DENIS D'OLERON;27, rue de la LibÇration;NULL
284;11275;19257;05.49.55.77.00;NULL;Tableau interr - 1 sem aprËs tÇl;POITIERS;FRANCE;86000;REGION AQUITAINE LIMOUSIN POITOU-CHARENTES;15, rue de l'Ancienne ComÇdie;NULL
285;11278;19258;NULL;NULL;NULL;LA ROCHELLE;FRANCE;17000;HABITAT 17;OPDHLM DE LA CHARENTE-MARITIME;9-11, avenue de Mulhouse
286;11280;19259;NULL;NULL;NULL;SAINT-MAIXENT L'ECOLE;FRANCE;79400;HOPITAL LOCAL DE SAINT-MAIXENT L'ECOLE;Hìpital local;NULL
287;11288;19261;NULL;NULL;NULL;LA ROCHELLE;FRANCE;17000;CENTRE HOSPITALIER DE LA ROCHELLE;Site Saint-Louis;NULL
288;11295;19263;05 46 93 79 51;NULL;NULL;SAINTES;FRANCE;17100;SEMIS;52 Cours Genàt;NULL
289;11298;19264;NULL;NULL;NULL;VAUX SUR MER;FRANCE;17640;CENTRE HOSPITALIER DE ROYAN;20, avenue de Saint Sordelin;NULL
290;11302;19265;NULL;NULL;NULL;MONTLIEU LA GARDE;FRANCE;17210;ETABLISSEMENT PUBLIC DEPARTEMENTAL LES 2 MONTS;Le Roch;4, rue Saint-Roch
291;9269;19268;02 40 13 00 00;NULL;NULL;LES SORINIERES;FRANCE;44840;COMMUNE DES SORINIERES;49, rue Georges ClÇmenceau;BP 1
292;8352;19272;NULL;NULL;NULL;RENNES CÇdex;FRANCE;35002;SCI - BP;CSPI Rennes;27 boulevard du Colombier - CS 40201
293;11448;19273;05.45.97.61.00;NULL;NULL;ANGOULEME;FRANCE;16000;PREFECTURE DE LA CHARENTE;7, rue de la PrÇfecture;NULL
294;11462;19274;05.46.45.50.50;05.46.45.50.00;NULL;LA ROCHELLE;FRANCE;17000;HOPITAL DE LA ROCHELLE;rue du Docteur Schweitzer;NULL
295;9043;19275;NULL;NULL;NULL;PARIS CEDEX 12;FRANCE;75610;EFIDIS;20, place des Vins de France;NULL
296;9044;19275;NULL;NULL;NULL;PARIS;FRANCE;75012;EFIDIS;SA HLM;20, place des Vins de France
297;9045;19276;01.41.06.14.00;NULL;compta fourn. 01 41 06 14 28;CLICHY;FRANCE;92110;EMMA_S HABITAT;92, 98, boulevard Victor Hugo;NULL
298;9047;19278;NULL;NULL;NULL;LE PECQ;FRANCE;78230;UN. TERRITORIALE LE PECQ;Responsable Habitat;60, route de Sartrouville
299;9048;19278;NULL;NULL;NULL;LEVALLOIS PERRET CEDEX;FRANCE;92309;FRANCE HABITATION;Mme EMMANUELLE SAUTEREAU;1, square Chaptal
300;9049;19278;01.49.42.79.89;NULL;Aurelie BIGEARD   01 57 77 46 15;LEVALLOIS PERRET;FRANCE;92309;FRANCE HABITATION;1, square Chaptal;NULL
301;9050;19279;01 40 62 84 00;NULL;compta : SÇverine ROMAGNOLI;PARIS 07 SP;FRANCE;75700;GRANDE CHANCELLERIE DE LA LEGION D'HONNEUR;1, rue de SolfÇrino;NULL
302;9060;19282;01 55 33 96 00;NULL;01 55 33 97 84;PARIS CEDEX 10;FRANCE;75490;ICF LA SABLIERE SA HLM;Service de NumÇrisation;24, rue du Paradis
303;11123;19283;02 99 72 13 84;02 99 72 14 98;cc-pays-redon@cc-pays-redon.fr;REDON CÇdex;FRANCE;35605;COMMUNAUTE DE COMMUNES DU PAYS DE REDON;66, rue des Douves;BP 70519
304;11125;19284;02 43 49 49 49;02 43 56 27 11;NULL;LAVAL cedex;FRANCE;53009;LE LOGIS FAMILIAL MAYENNAIS;22, rue Royallieu;BP 0929
305;8496;19286;02 40 40 25 22;NULL;Me VIOLIN Mathilde;SAINT HERBLAIN CEDEX;FRANCE;44816;SA HARMONIE HABITAT;8, avenue des ThÇbaudiäres;BP 70344
306;8497;19287;03 28 43 60 03;NULL;NULL;BOESEGHEM;FRANCE;59189;VILLE DE BOESEGHEM;Rue de la Mairie;NULL
307;11319;19288;05.45.38.66.00;05.45.38.66.01;NULL;ANGOULEME CEDEX;FRANCE;16025;LOGELIA CHARENTE;10, Impasse d'Austerlitz;BP 220
308;11329;19289;NULL;NULL;NULL;SAINT-YRIEIX;FRANCE;16710;LYCEE TECHNIQUE PROFESSIONNEL ST-JOSEPH L'AMANDIER;16, allÇe Jean-Pierre Gault;NULL
309;11333;19290;05.45.90.75.16;NULL;NULL;ANGOULEME CÇdex 9;FRANCE;16917;CONSEIL DEPARTEMENTAL DE LA CHARENTE;Hìtel du DÇpartement;31, boulevard Emile Roux
310;11339;19291;05.45.24.40.40.;NULL;NULL;ANGOULEME CEDEX 9;FRANCE;16959;CENTRE HOSPITALIER DE GIRAC;Rond Point de Girac;CS 55015 Saint Michel
311;9062;19294;01.40.77.15.15;NULL;NULL;PARIS CEDEX 13;FRANCE;75638;IMMOBILIERE 3F;159, rue Nationale;NULL
312;12649;19295;NULL;NULL;NULL;RENNES;FRANCE;35000;RENNES - MINISTERE DE LA JUSTICE;PFI DE RENNES;20 RUE DU PUITS MAUGER - CS60826
313;9073;19297;01 75 43 25 50;NULL;NULL;PARIS;FRANCE;75005;GAIA ARCHITECTES;10, 2, square Adanson;NULL
314;9074;19298;01.71.37.00.00;NULL;NULL;PARIS CEDEX 13;FRANCE;75223;PARIS HABITAT;21 bis, rue Claude Bernard;NULL
315;9075;19298;NULL;NULL;NULL;PARIS CEDEX 05;FRANCE;75253;PARIS HABITAT;OPH;21 bis, rue Claude Bernard
316;9076;19299;01.41.57.70.00;NULL;jerome.lefebvre@icade.fr;PARIS CEDEX 19;FRANCE;75168;ICADE;Le Millenaire;35, rue de la Gare
317;9077;19300;01 49 59 68 15;NULL;christine.chheang@groupe3f.fr;IVRY S/SEINE cedex;FRANCE;94854;RESIDENCES SOCIALES DE FRANCE;Immeuble Paryseine;3, allÇe de la Seine
318;9078;19300;01.40.77.15.15;NULL;NULL;PARIS CEDEX 13;FRANCE;75638;GROUPE 3F;Service I3F/RSIF;159, rue Nationale
319;9079;19301;NULL;NULL;NULL;PARIS CEDEX 13;FRANCE;75621;RIVP;13, avenue de la Porte d'Italie;TSA 71372
320;9080;19301;01.77.75.11.00;01 53 60 93 00;NULL;PARIS CEDEX 13;FRANCE;75013;RIVP;13, avenue de la Porte d'Italie;TSA 61371
321;9082;19302;01 41 37 11 70;01 41 37 12 23;NULL;NANTERRE CEDEX;FRANCE;92020;SEM 92;28, boulevard Emile Zola;NULL
322;9085;19303;01.42.77.20.20;NULL;NULL;PARIS CEDEX 04;FRANCE;75180;SIEMP;29, boulevard Bourdon;NULL
323;9086;19304;01.30.60.39.35;01.30.60.14.08;NULL;SAINT QUENTIN EN YVELINES;FRANCE;78061;SODEARIF;1, avenue Eugäne Freyssinet;NULL
324;9089;19305;01.34.41.64.64;NULL;NULL;CERGY PONTOISE CEDEX;FRANCE;95001;VAL D'OISE HABITAT;rue des Chìteaux Saint Sylväre;BP 10031
325;9090;19306;01 43 97 55 16;NULL;compta 01 43 97 55 01 le matin;SAINT MAUR DES FOSSES CEDEX;FRANCE;94107;VALOPHIS HABITAT - OPH DU VAL DE MARNE;81, rue du Pont de CrÇteil;NULL
326;9091;19307;NULL;NULL;NULL;AMILLY CEDEX;FRANCE;45209;Services Techniques;3, rue de la Mairie;BP 909
327;9092;19308;01 42 76 34 55;NULL;colette.biziaud@paris.fr;PARIS CEDEX 04;FRANCE;75181;Direction des Finances;Centre Facturier;17, boulevard Morland
328;9093;19308;01 43 47 81 80;NULL;NULL;PARIS CEDEX 12;FRANCE;75570;Direction du Patrimoine et de l'Architecture;Agence de conduite de projets;98, quai de la RapÇe
329;9108;19309;NULL;NULL;NULL;NANTERRE;FRANCE;92000;OPHLM DE NANTERRE;93, avenue F et I Joliot Curie;NULL
330;9127;19310;NULL;NULL;NULL;ECHIRE;FRANCE;79410;MAIRIE D'ECHIRE;1, place de l'Eglise;NULL
331;9144;19312;NULL;NULL;NULL;SAINT LO;FRANCE;50009;Centre de Gestion de la Fonction;Publique Territoriale de la Manche;139, rue Guillaume Fouace
332;9187;19314;02 51 85 76 39;NULL;helene.philippe@edfoptimalsolutions.fr;PARIS LA DEFENSE CEDEX;FRANCE;92058;EDF OPTIMAL SOLUTIONS;Immeuble Wilson;70. Avenue du GÇnÇral De Gaulle
333;8377;19315;02.31.30.65.08;NULL;NULL;CAEN;FRANCE;14000;PREFECTURE DU CALVADOS;rue Daniel Huet;NULL
334;8396;19316;05.45.91.04.57;NULL;NULL;FLEAC;FRANCE;16730;MAIRIE DE FLEAC;5, rue de la Mairie;NULL
335;11709;19317;02.40.91.20.21;NULL;NULL;FEGREAC;FRANCE;44660;MAIRIE DE FEGREAC;1, rue de la Mairie;NULL
336;11758;19318;NULL;NULL;NULL;RENNES CEDEX 2;FRANCE;35201;SCCV Le Chàne HervÇ;171, rue de Vern;BP 50147
337;11759;19318;NULL;NULL;NULL;NANTES CEDEX 01;FRANCE;44021;SCCV COUERON Les Libellules;21, mail Pablo Picasso;BP 12114
338;11760;19318;NULL;NULL;NULL;RENNES CEDEX 2;FRANCE;35201;AIGUILLON RÇsidences;171, rue de Vern;BP 50147
339;11271;19320;NULL;NULL;NULL;SAINT GEORGES DES COTEAUX;FRANCE;187810;COMMUNE DE SAINT-GEORGES DES COTEAUX;11, Grand Rue;NULL
340;11079;19321;02.31.27.50.12;02.31.27.98.54;compta Mr Provost 02 31 27 50 76;CAEN CEDEX 4;FRANCE;14052;CAEN HABITAT;1, place Jean Nouzille;BP 15227
341;11085;19322;02 40 14 52 25;02 40 14 52 00;Mme Çtourno 02.40.14.52.15;NANTES cedex 02;FRANCE;44202;L'Atrium;1, allÇe des HÇlices;BP 50209
342;11087;19323;02.43.41.53.00;NULL;02.43.41.53.26;LE MANS cedex 2;FRANCE;72055;LE MANS HABITAT;2, rue de la Mariette;NULL
343;10033;19324;02 41 86 62 74;02 41 86 62 69;NULL;ANGERS cedex 01;FRANCE;49047;MINISTERE DE LA JUSTICE;Direction DÇpartementale de l'Equipement du 49;rue du Clon
344;10034;19324;NULL;NULL;NULL;ANGOULEME;FRANCE;16000;Direction DÇpartementale de la Protection judiciai;s/c   D.D.E. DE LA CHARENTE;43, rue Charles Duroselle
345;10035;19324;NULL;NULL;NULL;RENNES Cedex;FRANCE;35031;DRSP de Rennes;DÇpartement Patrimoine et Equipement;18 bis, rue de Chatillon
346;10036;19324;NULL;NULL;NULL;RENNES;FRANCE;35000;MINISTERE DE LA JUSTICE;Antenne RÇgionale de l'Equipement;29, rue du Puits Mauger
347;10037;19324;02 99 87 95 10;02 99 36 53 14;NULL;RENNES cedex 3;FRANCE;35108;DRPJJ Bretagne Pays de Loire;8, rue Hippolyte Vatar;CS 20804
348;10038;19324;01 44 32 79 63;NULL;NULL;PARIS CEDEX 01;FRANCE;75042;MINISTERE DE LA JUSTICE;SERVICE FACTURIER;13. Place Vendìme
349;10051;19325;02.40.00.41.62;02.40.00.49.67;NULL;SAINT NAZAIRE;FRANCE;44600;MAIRIE DE SAINT NAZAIRE;place Franäois Blancho;BP 416
350;10052;19325;02 40 00 49 69;02 40 00 49 65;Mme Hougard   02 40 00 49 66;ST NAZAIRE;FRANCE;44600;MAIRIE DE SAINT NAZAIRE;comptabilitÇ fournisseurs;NULL
351;10066;19326;02 28 20 50 00;02 28 20 50 05;NULL;NANTES cedex 9;FRANCE;44966;Espace RÇgional de Nantes;Pìle Education;1 rue de la Loire
352;10074;19327;02.96.94.12.41;NULL;NULL;PLOUFRAGAN;FRANCE;22440;COTES D'ARMOR HABITAT;6, rue des Lys;NULL
353;10075;19328;NULL;NULL;02 99 84 14 24 (sauf mercredi);RENNES CEDEX 7;FRANCE;35706;HLM LES FOYERS;1, rue du Houx;CS 50614
354;11765;19329;NULL;NULL;NULL;VANNES;FRANCE;56009;CONSEIL DEPARTEMENTAL;Hìtel du DÇpartement;BP 400
355;12813;19330;NULL;NULL;NULL;TOURS CEDEX 1;FRANCE;37033;1. rue Maurice Bedel;NULL;NULL
356;8964;19331;NULL;NULL;NULL;CAEN CEDEX 05;FRANCE;14070;Centre RÇgional de Documentation;PÇdagogique de Basse Normandie;21, rue du Moulin au Roy
357;8972;19332;NULL;NULL;NULL;LOUDEAC CEDEX;FRANCE;22602;CIAS CIDERAL;4-6, boulevard de la Gare;NULL
358;11837;19333;02 40 88 90 01;02 40 88 89 97;NULL;HERBIGNAC;FRANCE;44410;COMMUNE D'HERBIGNAC;1, avenue de la Monneraye;BP 24
